business_name;category;subcategory;city;province;region;address;website;email;phone;instagram_username;instagram_url;facebook_url;contact_name;source;source_url;provenienza;data_quality;score;priority;notes;found_at;osm_id
Zoomiguana Il Megastore degli Animali;Pet shop;;Napoli;NA;Campania;80026;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11725443273;automatica;46;31;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:48:28Z;11725443273
Gli Amici Di Leo;Pet shop;;Napoli;NA;Campania;;;;;;;;Massimo Di Benedetto;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/7787410305;automatica;46;29;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:48:28Z;7787410305
Animali Metropolitani;Pet shop;;Napoli;NA;Campania;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/7078495374;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:48:28Z;7078495374
Dog and the City;Pet shop;;Napoli;NA;Campania;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/9863450379;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:48:28Z;9863450379
Top Dog;Pet shop;;Napoli;NA;Campania;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12241164295;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:48:28Z;12241164295
Zoomiguana;Pet shop;;Napoli;NA;Campania;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/8251963316;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:48:28Z;8251963316
Un Cuore a 4 Zampe;Pet shop;;Napoli;NA;Campania;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11238514496;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:48:28Z;11238514496
MyFamily;Pet shop;;Napoli;NA;Campania;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11677473364;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:48:28Z;11677473364
La Casa di Mya;Pet shop;;Napoli;NA;Campania;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/9333138535;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:48:28Z;9333138535
Toilettatura Kikka ciccia;Pet shop;;Portici;NA;Campania;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/13301905197;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-06T02:15:38Z;13301905197
Animal Planet;Pet shop;;Pozzuoli;NA;Campania;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/7807257720;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T20:24:35Z;7807257720
Puppy's Market;Pet shop;;Pozzuoli;NA;Campania;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12448373836;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T20:24:35Z;12448373836
Animal's Shop;Pet shop;;Pozzuoli;NA;Campania;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/10056579178;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T20:24:35Z;10056579178
La casa di Tommy;Pet shop;;Salerno;SA;Campania;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/9914242953;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T10:20:33Z;9914242953
Zooquark Pet Store;Pet shop;;Salerno;SA;Campania;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/10267332242;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T10:20:33Z;10267332242
Pet Supermarket;Pet shop;;Salerno;SA;Campania;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/10695844306;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T10:20:33Z;10695844306
L'Ora Degli Animali;Pet shop;;Bologna;BO;Emilia-Romagna;Via Augusto Murri 185, 40137;https://www.loradeglianimali.it/;;+39 0516235305;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/9116471761;automatica;62;57;C;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:53:31Z;9116471761
Benessere Animali Bologna;Pet shop;;Bologna;BO;Emilia-Romagna;Via delle Lame 39f, 40122;;info@benessereanimalibologna.it;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4793771252;automatica;54;45;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:53:31Z;4793771252
L'Arca di Noè;Pet shop;;Bologna;BO;Emilia-Romagna;Via Pio La Torre, 40013;https://www.larcadinoepetshop.it/;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/6622700146;automatica;54;45;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:53:31Z;6622700146
Sottomarino Giallo acquarium shop;Pet shop;;Bologna;BO;Emilia-Romagna;Via Augusto Murri 203a, 40137;;;+39 0516233386;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/9116359424;automatica;54;43;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:53:31Z;9116359424
Bau & Co;Pet shop;;Bologna;BO;Emilia-Romagna;Via Genuzio Bentini 63a, 40128;;;+39 0516325878;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/7570716684;automatica;54;43;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:53:31Z;7570716684
Arcaplanet;Pet shop;;Bologna;BO;Emilia-Romagna;Piazza degli Etruschi, 40033;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4460491092;automatica;46;31;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:53:31Z;4460491092
Cocorico;Pet shop;;Bologna;BO;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/6637629486;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:53:31Z;6637629486
AnimalZoo;Pet shop;;Bologna;BO;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/13043098329;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:53:31Z;13043098329
Zola Zoo;Pet shop;;Bologna;BO;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/7796796974;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:53:31Z;7796796974
El Peluquero;Pet shop;;Bologna;BO;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/9889202081;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:53:31Z;9889202081
L'Isola dei Tesori;Pet shop;;Bologna;BO;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4732004934;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:53:31Z;4732004934
Gian Filippo Zampa;Pet shop;;Bologna;BO;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4732015086;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:53:31Z;4732015086
Iper Zoo;Pet shop;;Bologna;BO;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/6606372532;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:53:31Z;6606372532
Amici di Casa;Pet shop;;Bologna;BO;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/5501711822;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:53:31Z;5501711822
Maxizoo;Pet shop;;Cesena;FC;Emilia-Romagna;Via Cavalcavia 121;;;+39 054725342;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11308950529;automatica;54;43;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T02:25:41Z;11308950529
Arcaplanet;Pet shop;;Carpi;MO;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11900947531;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-04T20:07:18Z;11900947531
Arcaplanet Faenza;Pet shop;Pet store (catena Arcaplanet) con servizio ordina e ritira;Faenza;RA;Emilia-Romagna;Via Bisaura, 1-3 c/o CC Le Maioliche - 48018;https://www.arcaplanet.it;;+39 0172054728;;;;;Arcaplanet Magazine;https://magazine.arcaplanet.it/eventi/inaugurazioni-pet-store/benvenuto-nel-nuovo-pet-store-arcaplanet-di-faenza-ra-per-te-subito-sconto-20/;manuale;69;55;C;Catena nazionale: partnership da indirizzare alla corporate. ⧉ Catena nazionale. ⧉ Catena nazionale. ⧉ Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;;14041709014
Cucciolandia;Pet shop;"Alimentazione e prodotti per animali; distributore esclusivo Miglior Cane/Miglior Gatto";Faenza;RA;Emilia-Romagna;Via Malpighi, 107 (zona industriale) - 48018;;;+39 3202279932;;;;;Cylex;https://www.cylex-italia.it/faenza/negozio+per+animali.html;manuale;62;46;D;Nella pagina Cylex compare anche il numero 0546 1910575 in prossimità della descrione: attribuzione incerta, non registrato.;;
Fluk Pet Shop;Pet shop;Negozio per animali;Faenza;RA;Emilia-Romagna;Via Gallo Marcucci, 9/B - 48018;;;+39 3384133738;;;;;Cylex;https://www.cylex-italia.it/faenza/negozio+per+animali.html;manuale;62;46;D;;;
Agrifauna S.N.C. Di Squitieri Luigi & C.;Pet shop;;Aprilia;LT;Lazio;Via Galileo Galilei 20, 04011;;;+39 0692704736;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/14105989062;automatica;54;43;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-04T20:07:52Z;14105989062
Moby Dick;Pet shop;;Aprilia;LT;Lazio;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11951751245;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-04T20:07:52Z;11951751245
Palla di Pelo;Pet shop;"Pet store in centro a Tivoli; consegne a domicilio gratuite";Tivoli;RM;Lazio;Via Palatina, 51 - 00019;https://www.palladipelo.it/;manuela.arnetoli@yahoo.com;+39 3355421234;;;;Manuela Arnetoli;Sito ufficiale;https://www.palladipelo.it/;manuale;85;84;A;Servizio di consegna domiciliare: potenziale canale per materiali PetNote. | Facebook: Facebook (link dal sito);;
Conad petstore;Pet shop;;La Spezia;SP;Liguria;Via Maralunga, 19100;https://www.conad.it/ricerca-negozi/pet-store-conad-via-maralunga-snc-19100-la-spezia--050948;;06 (formato da verificare);;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/13680397683;automatica;62;57;C;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T10:32:31Z;13680397683
Arcaplanet;Pet shop;;La Spezia;SP;Liguria;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11111188798;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T10:32:31Z;11111188798
miao bau;Pet shop;;La Spezia;SP;Liguria;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/13460706475;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T10:32:31Z;13460706475
Animalia;Pet shop;;Bergamo;BG;Lombardia;Via Borgo Palazzo 219d, 24125;https://www.animaliabergamo.com;;+39 035303072;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/7397292073;automatica;62;57;C;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T15:52:00Z;7397292073
ZooAgricola;Pet shop;;Bergamo;BG;Lombardia;;;zooagricolagamba@libero.it;+39 035271977;;;;Zoo-Agricola S.N.C.;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/7517726021;automatica;62;55;C;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T15:52:00Z;7517726021
Acquario di Bergamo;Pet shop;;Bergamo;BG;Lombardia;Via Gianbattista Moroni 143, 24122;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4242976794;automatica;46;31;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T15:52:00Z;4242976794
Bonetti;Pet shop;;Bergamo;BG;Lombardia;Via Gianbattista Moroni 80, 24122;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4242979816;automatica;46;31;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T15:52:00Z;4242979816
Frigeni l'artigiano dell'acquario;Pet shop;;Bergamo;BG;Lombardia;Via Gianbattista Moroni 93, 24122;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4242983344;automatica;46;31;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T15:52:00Z;4242983344
Chic Pets;Pet shop;;Bergamo;BG;Lombardia;Via Gianbattista Moroni 26, 24122;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4242988018;automatica;46;31;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T15:52:00Z;4242988018
La Casa Del Cucciolo;Pet shop;;Bergamo;BG;Lombardia;Via Torquato Taramelli 2, 24121;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4243029795;automatica;46;31;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T15:52:00Z;4243029795
Regno animale;Pet shop;;Bergamo;BG;Lombardia;Via San Giovanni 6, 24121;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12291382947;automatica;46;31;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T15:52:00Z;12291382947
Lavaggio Cani;Pet shop;;Bergamo;BG;Lombardia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11369218472;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T15:52:00Z;11369218472
Arcaplanet;Pet shop;;Bergamo;BG;Lombardia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11649710259;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T15:52:00Z;11649710259
Maxi Zoo;Pet shop;;Bergamo;BG;Lombardia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/2627710809;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T15:52:00Z;2627710809
Il Cucciolo;Pet shop;;Bergamo;BG;Lombardia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/13963949907;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T15:52:00Z;13963949907
Toelettatura Mirella;Pet shop;;Bergamo;BG;Lombardia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11243074803;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T15:52:00Z;11243074803
Amici Degli Animali;Pet shop;;Bergamo;BG;Lombardia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/6802086706;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T15:52:00Z;6802086706
L'Isola dei Tesori;Pet shop;;Cremona;CR;Lombardia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/10617806708;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-04T10:26:55Z;10617806708
Leoshop;Pet shop;;Legnano;MI;Lombardia;Via Fratelli Bandiera 49, 20039;http://www.leoshop.it;info@leoshop.it;+39 3472632726;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/6057147302;automatica;69;71;B;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-05T14:23:11Z;6057147302
Animal's King;Pet shop;;Legnano;MI;Lombardia;Via Santi Gervasio e Protasio, 20015;;;+39 0331556861;;;https://www.facebook.com/1716535268580975;Gianni Zanirato;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/6966257136;automatica;69;56;C;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-05T14:23:11Z;6966257136
Maxi Zoo;Pet shop;;Legnano;MI;Lombardia;Via Novara 3, 20025;;;03315482261 (formato da verificare);;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/7383265404;automatica;54;43;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-05T14:23:11Z;7383265404
Arcaplanet;Pet shop;;Legnano;MI;Lombardia;Via Silvio Pellico 59, 21057;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4587558976;automatica;46;31;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-05T14:23:11Z;4587558976
Salone di Fido;Pet shop;;Legnano;MI;Lombardia;Via Barbara Melzi 59, 20025;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4807166901;automatica;46;31;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-05T14:23:11Z;4807166901
La Margherita;Pet shop;;Legnano;MI;Lombardia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/3738245726;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-05T14:23:11Z;3738245726
Acquario;Pet shop;;Legnano;MI;Lombardia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/3738263418;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-05T14:23:11Z;3738263418
Pancini felici;Pet shop;;Legnano;MI;Lombardia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/5731932164;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-05T14:23:11Z;5731932164
Bio-Lab;Pet shop;;Legnano;MI;Lombardia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/13339228255;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-05T14:23:11Z;13339228255
Petmark;Pet shop;;Legnano;MI;Lombardia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4727519372;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-05T14:23:11Z;4727519372
Zoovet;Pet shop;;Varese;VA;Lombardia;Viale dell'Ippodromo 57, 21100;https://www.zoovetsrl.it;info.varese@zoovetsrl.it;;zoovetsrl;https://www.instagram.com/zoovetsrl/;https://www.facebook.com/Zoovet1986/;Zoovet S.r.l.;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12473609834;automatica;85;80;A;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T20:27:04Z;12473609834
L'Isola dei Tesori;Pet shop;;Varese;VA;Lombardia;Via Teresa Confalonieri Casati 1, 21100;https://www.isoladeitesori.it/store/varese-va-viale-dei-mille-11-86481.html;;+39 0332231479;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/6171436301;automatica;62;57;C;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T20:27:04Z;6171436301
OD Zoo;Pet shop;;Varese;VA;Lombardia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/7845532864;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T20:27:04Z;7845532864
Zoo Varese;Pet shop;;Varese;VA;Lombardia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/way/1481413879;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T20:27:04Z;1481413879
Arcaplanet Campobasso;Pet shop;Pet store (catena Arcaplanet);Campobasso;CB;Molise;;https://negozi.arcaplanet.it/molise/cb;;;;;;;Arcaplanet (store locator);https://negozi.arcaplanet.it/molise/cb;manuale;54;28;D;Catena nazionale: partnership con la corporate.;;
Animal Park di Mustillo Antonio - Pet Shop e Toelettatura;Pet shop;Vendita articoli e alimenti + toelettatura;Larino;CB;Molise;Via M.T. Cicerone - 86035;;;+39 0874824691;;;;Antonio Mustillo;telefono.click;https://0874824691.telefono.click/0874824691-animal-park-di-mustillo-antonio-pet-shop-e-toelettatura-campobasso.html;manuale;69;52;C;Nuova copertura comune Larino.;;
Maxi Zoo Alba;Pet shop;"Pet store (catena Maxi Zoo); medagliette, donation box";Alba;CN;Piemonte;Corso Canale, 110 - 12051;https://www.maxizoo.it;;;;;;;PetB2B;https://www.petb2b.it/maxi-zoo-pet-shop-alba/;manuale;62;36;D;Catena: partnership da trattare con direzione nazionale.;;
Zoolandia Guarene;Pet shop;"Prodotti e articoli per animali; attivo dal 1998";Guarene;CN;Piemonte;Corso Canale, 20/A - 12050;;;;;;;;PagineBianche;https://www.paginebianche.it/piemonte/cn/vendita-di-animali-domestici.html;manuale;54;31;D;Recapiti da integrare.;;
Pianeta Animale;Pet shop;Pet shop, acquariologia, articoli pet care;Altamura;BA;Puglia;Via Monte Bianco, 24/26 - 70022;http://www.pianetaanimale.com/;;+39 0802378287;;;https://www.facebook.com/pianeta.animale.54;;Sito ufficiale;http://www.pianetaanimale.com/;manuale;77;67;B;Facebook ufficiale riportato nel sito.;;
Pet's Garden Altamura;Pet shop;Negozio articoli per animali + toelettatura;Altamura;BA;Puglia;S.P. 41 per Laterza, km 0 - 70022;https://www.petsgarden.it;;+39 0803104952;;;;;LocalShop24;https://www.localshop24.com/it/altamura-ba-it/attivita/negozio-articoli-animali/pets-garden-altamura/;manuale;69;48;D;Orari di apertura pubblici presenti nella scheda.;;
Arcaplanet;Pet shop;;Molfetta;BA;Puglia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/9711220008;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-05T09:45:18Z;9711220008
Liopet;Pet shop;;Barletta;BT;Puglia;Via dei Pini 75, 76121;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/8039040475;automatica;46;31;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T10:28:53Z;8039040475
Babalù Pet Shop;Pet shop;;Barletta;BT;Puglia;Via Raffaele Musti 134, 76121;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12581634150;automatica;46;31;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T10:28:53Z;12581634150
Ayoka;Pet shop;;Barletta;BT;Puglia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12789121305;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T10:28:53Z;12789121305
Pet Zone;Pet shop;;Barletta;BT;Puglia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/13605913490;automatica;38;23;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T10:28:53Z;13605913490
