email;business_name;category;city;province;region;address;phone;website;contact_name;provenienza;origine;score;priority;source;source_url
agrifarmavet@gmail.com;Agrifarmavet - Farmacia Veterinaria, Zootecnica e Pet Shop;Agenzie e servizi dedicati agli animali domestici;Campobasso;CB;Molise;Contrada Nunziatella, Pal. A, primo piano - 86100;+39 3482939034, +39 0865414910;;;manuale;email;63;C;PagineGialle;https://www.paginegialle.it/molise/campobasso/toelettatura_cane.html
ambulatorio.crispi@libero.it;Ambulatorio Veterinario Dr. Martino Cocca (Ambulatorio Crispi);Ambulatori veterinari;Campobasso;CB;Molise;Via Alfredo Trombetta, 38/40/42 - 86100;+39 0874483580, +39 3332411108;https://coccaveterinario.bdf.land/;Dr. Martino Cocca;manuale;email;85;A;Sito ufficiale / PagineBianche;https://coccaveterinario.bdf.land/
pezzutoepiano@gmail.com;Ambulatorio Veterinario Pezzuto e Piano;Ambulatori veterinari;Campobasso;CB;Molise;Via Puglia, 6 - 86100;+39 3479461198;;"Dott. Pezzuto; Dott. Piano";manuale;email;68;B;PagineBianche;https://www.paginebianche.it/molise/campobasso/veterinari.html
ambulatorioveterinario@legalmail.it;Ambulatorio Veterinario Pezzuto e Piano;Ambulatori veterinari;Campobasso;CB;Molise;Via Puglia, 6 - 86100;+39 3479461198;;"Dott. Pezzuto; Dott. Piano";manuale;pec-other;68;B;PagineBianche;https://www.paginebianche.it/molise/campobasso/veterinari.html
anpa-alba@tiscali.it;A.N.P.A. Alba Langhe e Roero ODV;Associazioni animaliste;Alba;CN;Piemonte;Via San Frontiniano, 17 - 12051;+39 3358129997;;;manuale;email;55;C;CSV Cuneo (Centro Servizi Volontariato);https://www.csvcuneo.it/a-n-p-a-alba-langhe-e-roero-odv/
amicidizampa@tiscali.it;Canile comunale di prima accoglienza di Alba;Canili;Alba;CN;Piemonte;Località Toppino, 15 - 12051;+39 0173362000, +39 3356915647;;;manuale;email;58;C;CercoCane.com;https://www.cercocane.com/canili-e-rifugi/piemonte-canili-e-rifugi/
marchisio.giovanni@email.it;Marchisio Giovanni di Marchisio Lorenza;Negozi per animali;Alba;CN;Piemonte;Corso Cortemilia, 100/C - 12051;+39 0173441968, +39 0173449962;;Lorenza Marchisio;manuale;email;63;C;PagineGialle;https://www.paginegialle.it/piemonte/cn/negozi_di_animali.html
info@stortiglione.it;Ambulatorio veterinario - Dr. Mario Stortiglione;Ambulatori veterinari;Borgomanero;;Piemonte;Via Santa Cristinetta 8, 28021;+39 032282127;https://www.stortiglione.it/;;automatica;email;76;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/6766235512
sabrina@ara-ricambi.it;Rifugio Dei Cameri;Rifugi per animali;Cameri;NO;Piemonte;;+39 3398380232;;Sabrina;manuale;email;50;C;Doggami (mappa canili);https://doggami.it/mappa-canili/
ambvetsacrocuore@yahoo.com;Ambulatorio Veterinario Sacro Cuore Ivrea;Ambulatori veterinari;Ivrea;TO;Piemonte;Via Torino 184b, 10015;345 (formato da verificare), 2753882 (formato da verificare);https://ambveterinariosacrocuoreivrea.weebly.com/;;automatica;email;76;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/1877196872
info@cvttorino.it;Centro Veterinario Torinese;Veterinari;Piemonte;;Piemonte;Lungo Dora Colletta Pietro, 147, 10153;+39 0112482116;http://www.cvttorino.it/;;automatica;email;73;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/14143971807
comunicazione@clinicamattalia.it;Clinica Veterinaria Mattalia;Cliniche veterinarie;Piemonte;;Piemonte;;+39 0171792509;https://www.clinicaveterinariamattalia.it/;;automatica;email;67;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12406905979
luca.ferrero69@gmail.com;Ambulatorio Veterinario - Luca Ferrero;Veterinari;Torino;TO;Piemonte;Via Giuseppe Mazzini 39 bis/B, 10123;+39 0118121612;https://www.ferrerodottorlucaveterinario.it;;automatica;email;76;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4736055191
karlogiulianelli@gmail.com;Ambulatorio Veterinario Scapacino del Dott. Carlo Giulianelli;Ambulatori veterinari;Torino;TO;Piemonte;Via Scapacino Giovanni Battista, 29/D, 10146;+39 011728346, +39 3477943396;https://www.carlogiulianellimedicoveterinario.it/;;automatica;email;80;A;PagineGialle;https://www.paginegialle.it/torino-to/veterinaria/giulianelli-carlo
clinicaveterinariaborgopo@gmail.com;Clinica Veterinaria Borgo Po;Cliniche veterinarie;Torino;TO;Piemonte;Corso Moncalieri, 389, 10133;+39 0116610683, +39 3391266287;https://clinicaveterinariaborgopo.it/;;automatica;email;78;B;PagineGialle;https://www.paginegialle.it/torino-to/ambulatorio-veterinario-associato-dottori-piera-fe_2
info@clinicapastrone.com;Clinica Veterinaria Pastrone;Veterinari;Torino;TO;Piemonte;Corso Vercelli 246, 10155;+39 011200126, +39 3355269444;https://www.clinicapastrone.com/;;automatica;email;76;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/2553582900
info@clinicasanpaolo.it;Clinica Veterinaria San Paolo;Veterinari;Torino;TO;Piemonte;Via Issiglio 111 int. 4, 10141;+39 0113722558;https://www.ambulatorioveterinario-torino.it/;;automatica;email;76;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4734597325
posta@rifugiotrofarello.org;Rifugio Ramondetti-Cassardo;Rifugi per animali;Trofarello;TO;Piemonte;;+39 0116497404, 01166497409 (formato da verificare);http://www.rifugiotrofarello.org;;manuale;email;61;C;Doggami (mappa canili);https://doggami.it/mappa-canili/
cristinasandoli@gmail.com;Dottoressa Cristina Sandoli;Veterinari;Vercelli;VC;Piemonte;;+39 3384462132;;;automatica;email;61;C;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/2943298582
info@animalife.it;Animalife - Pensione per animali;Pensioni per animali;Vezza d'Alba;CN;Piemonte;Viale Artigianale - 12040;+39 3355443183, +39 3388370929;http://www.animalife.it/pensione.html;;manuale;email;81;A;Sito ufficiale;http://www.animalife.it/pensione.html
info@lovepettoelettatura.it;Love Pet Toelettatura e Spa;Toelettature;Vezza d'Alba;CN;Piemonte;Via Torino, 33 - 12040;+39 3470430712;https://www.lovepettoelettatura.it/;Simona Murano;manuale;email;80;A;Sito ufficiale;https://www.lovepettoelettatura.it/
vincenza35@hotmail.it;Allevamento delle Mura Antiche;Allevamenti professionali;Altamura;BA;Puglia;Via Pietro Colletta snc - 70022;+39 3921116423;http://www.allevamentirazze.it/sito/allevamento-delle-antiche-mura;;manuale;email;73;B;Cani.com;https://www.cani.com/attivita/allevamento-mura-antiche
rifugioaquattrozampe@gmail.com;Associazione Rifugio a Quattro Zampe;Rifugi per animali;Altamura;BA;Puglia;Zona Monteverde - 70022 (indirizzo FB grezzo: 'Sce 32 Monteverde');+39 3929286955;https://linktr.ee/rifugioaquattrozampe;;manuale;email;82;A;Facebook;https://www.facebook.com/p/Associazione-rifugioaquattrozampe-100069996459854/
vitosabrina.vs@gmail.com;L'Oasi di Rex;Toelettature;Altamura;BA;Puglia;Via Isernia, 10 - 70022;+39 3280274685;https://loasidirex.it/;Sabrina Vito;manuale;email;80;A;Sito ufficiale;https://loasidirex.it/
lndc.altamura@gmail.com;Lega Nazionale per la Difesa del Cane - Sezione di Altamura (LNDC Altamura);Associazioni animaliste;Altamura;BA;Puglia;"Sede legale: Viale Regina Margherita, 96/b - 70022; sede operativa: Contrada La Macchia";+39 3398553058, +39 3349993833;https://www.legadelcanealtamura.com/;;manuale;email;69;B;Sito ufficiale;https://www.legadelcanealtamura.com/
virodoggrooming@gmail.com;VIRÒ Grooming (Virò Dog Grooming);Toelettature;Altamura;BA;Puglia;Via Carpentino, 158 - 70022;+39 3287777017;https://www.virodog.it/;;manuale;email;78;B;Sito ufficiale;https://www.virodog.it/
ambulatoriosantospirito@gmail.com;"Ambulatorio Veterinario ""Santo Spirito""";Veterinari;Bari;BA;Puglia;Via Suor Maria Lucchesi 14, 70127;+39 0806457415;;;automatica;email;62;C;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12111046009
piumellipesce@gmail.com;Ambulatorio Veterinario Dott.Pesce-Dott.ssa Piumelli;Veterinari;Bari;BA;Puglia;Via Angelantonio Maiorano 22, 70128;+39 0805304680;;;automatica;email;62;C;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/329777992
pingry@tin.it;Ospedale Veterinario Pingry;Veterinari;Bari;BA;Puglia;Via delle Medaglie d'Oro 5;+39 0805533884;https://www.pingry.it/;;automatica;email;76;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/5451410324
clinicavetaltosalento@gmail.com;Clinica Veterinaria Alto Salento;Veterinari;Francavilla Fontana;BR;Puglia;Viale dell'Artigianato, 72021;+39 3773195809;https://www.altosalentoveterinari.it/;;automatica;email;76;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12536288035
centroveterinariolupiae@gmail.com;Centro Veterinario Lupiae;Veterinari;Lecce;LE;Puglia;Viale Giuseppe Grassi 1/H, 73100;+39 3245658489;;;automatica;email;62;C;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/13779633801
ambvetassociatosantantonio@gmail.com;Ambulatorio Veterinario Associato Sant'Antonio (Dr. Felce e Mundula);Ambulatori veterinari;Quartu Sant'Elena;CA;Sardegna;Via Olanda, 22 - 09045;+39 0704513334, +39 3313107470, +39 3337341680;;"Dr. Gianfranco Alfonsi; Dott.ssa Tasha Felce; Dr. Gianluigi Mundula";manuale;email;75;B;PagineGialle / Virgilio / Opendi;https://www.paginegialle.it/ambulatorioveterinarioquartusantelena
info@erikastriulli.it;Centro Cinofilo Erika Striulli - ACAFOC SSD arl;Centri cinofili;Quartu Sant'Elena;CA;Sardegna;Via Serra Perdosa, f.c. 60 - 09045;+39 3497207357;https://www.erikastriulli.it/;"Dott.ssa Erika Striulli; staff: Carlo Corrado, Michela Piseddu, Claudia Vacca";manuale;email;83;A;Sito ufficiale;https://www.erikastriulli.it/
info@fisioetnapet.it;Etnapet;Veterinari;Catania;CT;Sicilia;;+39 3396894684;http://www.fisioetnapet.it/;;automatica;email;68;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/8975796006
info@veterinario-trapani.it;Veterinario Sant'Antonio;Veterinari;Erice;TP;Sicilia;Via Cosenza, 91016;+39 3208826140;https://www.ambulatorioveterinario-trapani.it/;;automatica;email;76;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/10718744089
acae-dogvillage@hotmail.it;Dog Village A.C.A.E.;Rifugi per animali;Mascalucia;CT;Sicilia;Via Libertà, 7 - 95030;+39 3338607088;;;manuale;email;58;C;CercoCane.com;https://www.cercocane.com/canili-e-rifugi/sicilia-canili-e-rifugi/
vetmaz@gmail.com;"Centro Veterinario ""Città di Mazara""";Veterinari;Mazara del Vallo;TP;Sicilia;;+39 0923364832;;Giosuè Ruggiano;automatica;email;60;C;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/1364722234
bandb2022@gmail.com;Dog B&B;Pensioni per animali;Misterbianco;CT;Sicilia;;;;;automatica;email;40;D;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12990447160
ambulatorio.artemis@gmail.com;Artemis;Veterinari;Palermo;PA;Sicilia;Via Porrazzi 12a, 90129;;;;automatica;email;50;C;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/6269545637
centrovetanimaliesotici@gmail.com;Centro Veterinario Animali Esotici;Veterinari;Palermo;PA;Sicilia;Viale Regione Siciliana Sud Est 422, 90129;;https://www.veterinarioesoticipalermo.it/;;automatica;email;71;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/5412716530
info@arkevet.net;Clinica Veterinaria Arkè;Veterinari;Palermo;PA;Sicilia;Via Giuseppe Pollaci 8,10, 90135;+39 0912539870;https://www.arkevet.net/chisiamo.html;;automatica;email;76;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/5100685898
francescamicca58@gmail.com;Micca;Veterinari;Siracusa;SR;Sicilia;;+39 3201186404;;;automatica;email;54;C;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/6248470966
agraria.parmignola@gmail.com;Agraria Parmignola Srls;Pet shop;Carrara;MS;Toscana;Via provinciale Avenza-Sarzana 168, 54033;+39 0585858383;;;automatica;email;57;C;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4934121853
sauro.lupo@gmail.com;ASD Centro Cinofilo Il Lupo - Scuola di Educazione Cinofila;Centri cinofili;Empoli;FI;Toscana;"Via della Nave di Marcignana - 50053 (sede sito ufficiale); Cani.com riporta Via della Piovola, 61";+39 3296118131;https://www.lupocinofilia.it/;Sauro Carraesi (addestratore ENCI, diploma SIUA);manuale;email;83;A;Sito ufficiale / Cani.com;https://www.lupocinofilia.it/educatore-cinofilo-firenze-empoli/
ambvetie@virgilio.it;Ambulatorio Veterinario Dr.ssa Elisabetta Innocenti;Ambulatori veterinari;Empoli;FI;Toscana;Viale Giovanni Boccaccio, 161/C - 50053;+39 057182563;;Dr.ssa Elisabetta Innocenti;manuale;email;74;B;Tartapedia;https://tartapedia.it/veterinari-della-provincia-di-firenze-per-tartarughe-e-rettili/
info@aristogatti.org;Aristogatti - Gattile di Empoli;Rifugi per animali;Empoli;FI;Toscana;Via Ettore Majorana - 50053;+39 3383244769;https://www.aristogattiempoli.org/;;manuale;email;82;A;SeguiLeOrme / Facebook;https://www.seguileorme.it/servizi-per-animali/aristogatti/
bolleecucce@gmail.com;Bolle & Cucce;Toelettature;Empoli;FI;Toscana;Via Guido Monaco, 57 - 50053;+39 3398803542;http://bolleecucce.it;Cristina Perugi (per directory GLOBElife);manuale;email;97;A+;Facebook / Quotalo / GLOBElife;https://www.facebook.com/p/BOLLE-CUCCE-100063648502056/
info@ilpoggettovet.it;Il Poggetto;Veterinari;Firenze;FI;Toscana;Via Celso 2 R;;https://www.clinicaveterinariailpoggetto.it/;;automatica;email;64;C;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/2361715539
info@cardiovet.eu;Cardiovet;Veterinari;Livorno;LI;Toscana;;+39 0586839956;https://www.cardiovet.eu/;;automatica;email;68;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11172694688
lemmimario@alice.it;Dottor Mario Lemmi;Veterinari;Livorno;LI;Toscana;Viale Ippolito Nievo 39,41;+39 0586408370;;;automatica;email;62;C;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/1725269110
info@ospedaleveterinarioardenza.com;Ospedale veterinario Ardenza;Veterinari;Livorno;LI;Toscana;Via Uberto Mondolfi 169;+39 0586504403;https://www.ospedaleveterinarioardenza.com/;;automatica;email;76;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/5412245021
info@veterinariosoldani.it;Veterinario Soldani;Veterinari;Pontedera;PI;Toscana;Via Vittorio Veneto 196, 56025;+39 058755266;;;automatica;email;62;C;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/9983551353
info@dogsplace.it;Dog's Place - Toeletta & Asilo a 4 Zampe;Servizi di pet care;Brunico;BZ;Trentino-Alto Adige;;+39 0474772831, +39 3457450511;http://www.dogsplace.it;;manuale;email;57;C;IlMioCane.org;https://www.ilmiocane.org/attivita/categoria/dog-sitter-asili-e-pensioni-per-cani
info@clinicatresanti.it;Clinica tre santi;Veterinari;Bolzano;BZ;Trentino-Alto Adige/Südtirol;Viale Druso - Drususallee 71, 39100;+39 0471272818;https://www.clinicatresanti.it/;Folchini Dott. Alessandro - Sanin Dr. Christian;automatica;email;82;A;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4236527513
info@vetbz.it;Clinica veterinaria Città di Bolzano VETBZ;Veterinari;Bolzano;BZ;Trentino-Alto Adige/Südtirol;Via Resia - Reschenstraße 20, 39100;+39 0471204212;https://www.vetbz.it/;;automatica;email;76;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/2656691408
ingrid.misfatto@fastwebnet.it;Europa;Veterinari;Bolzano;BZ;Trentino-Alto Adige/Südtirol;Viale Europa - Europaallee 128a, 39100;;http://www.ambulatorioveterinario-europa.it/;;automatica;email;64;C;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4127642223
info@vetclinic.bz;Vetclinic Dr. Georg Moser e Dr. Simon Kirchler;Veterinari;Bolzano;BZ;Trentino-Alto Adige/Südtirol;Via Tre Santi - Dreiheiligengasse 1f, 39100;+39 0471283040;;;automatica;email;62;C;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/3018017351
info@clinicamarlengo.it;Tierklinik Marling - Clinica Veterinaria Marlengo;Veterinari;Merano;BZ;Trentino-Alto Adige/Südtirol;;+39 0473 447325;https://www.clinicamarlengo.it/;Dr. Piervittorio Cantieri, Dr. Mauro Russo;automatica;run-scarto;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/3711311815
praxis@tierklinik-tscherms.com;Tierklinik Tscherms - Clinica Veterinaria di Cermes;Veterinari;Merano;BZ;Trentino-Alto Adige/Südtirol;1;+39 0473565350;https://www.tierklinik-tscherms.com/;Dr. Piervittorio Cantieri, Dr. Mauro Russo;automatica;email;82;A;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/8728558961
info@festaambvet.eu;Ambulatorio Veterinario Festa (Dott. Ezio Festa);Ambulatori veterinari;Bassano del Grappa;VI;Veneto;Vicolo Ca' Erizzo, 11 - 36061;+39 0424527912;http://www.festaambvet.eu;Dott. Ezio Festa;manuale;email;85;A;PagineBianche;https://www.paginebianche.it/ambulatorioveterinariofesta-bassanodelgrappa
info@bauhausbassano.com;Centro Cinofilo Bauhaus Bassano;Centri cinofili;Bassano del Grappa;VI;Veneto;Strada Sette Case, 100 - 36061;+39 3338105454;https://www.bauhausbassano.com;;manuale;email;84;A;Facebook;https://www.facebook.com/bauhausbassano/
info@lalashop.it;Lala' - Pet a Porter;Toelettature;Bassano del Grappa;VI;Veneto;Vicolo Da Ponte, 15 - 36061;+39 0424523972, +39 3480446837;http://www.lalashop.it;;manuale;email;86;A;BassanoDaScoprire / ToelettaturaPro;http://shopping.bassanodascoprire.eu/negozio.aspx?n=toelettaturalala
info@ambvetviafeltre.it;Ambulatorio Veterinario Via Feltre;Veterinari;Belluno;BL;Veneto;Via Feltre 75, 32100;+39 0437942412;https://www.ambvetviafeltre.it;;automatica;email;76;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/9004231995
info@ospedaleveterinarioconegliano.eu;"Ospedale Veterinario ""Città di Conegliano""";Veterinari;Conegliano;TV;Veneto;;+39 043833566;http://www.ospedaleveterinarioconegliano.eu/;;automatica;email;68;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/1062349599
ambulatorioveterinariopdvet@gmail.com;Ambulatorio Veterinario Padova Vet;Veterinari;Padova;PD;Veneto;;490492322187 (formato da verificare);;;automatica;email;54;C;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12576844998
info@allevamentodelpiccoloparadiso.it;Allevamento del Piccolo Paradiso;Allevatori;Valdagno;VI;Veneto;Via Baisocchi 5;+39 3494364096;http://www.allevamentodelpiccoloparadiso.it/;Mario Perissinotto;automatica;email;74;B;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/7276462430
